"ID","Site","SystemID","FID","System No","CSL ID","Finding ID","Finding Description","Priority ID","Priority","CAPA ID","CAPA Description","Modified","Created","Created By","Modified By"
"578","BMW","BMW-PCS_018","BMW-PCS_018-I2-3-5","PCS_018","105ITU00502","I2","SW application allows user to alter data without any traceability","3","MODERATE","5","Change permissions of users in order to prevent alteration/deletion of data","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"579","BMW","BMW-PCS_018","BMW-PCS_018-I4-3-6","PCS_018","105ITU00502","I4","Autosave functionality not available due to System configuration (e.g. no output records)","3","MODERATE","6","Save the output records in a defined location, following an approved procedure","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"580","BMW","BMW-PCS_018","BMW-PCS_018-S1-3-1","PCS_018","105ITU00502","S1","System does not allow to configure unique/personal accounts and the resulting risks are not mitigated through OS personal accounts","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"581","BMW","BMW-PCS_018","BMW-PCS_018-S3-5-2","PCS_018","105ITU00502","S3","Security features are partially allowed by the system (i.e. one or more features are not allowed)","5","MINIMUM","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"582","BMW","BMW-PCS_018","BMW-PCS_018-S4-4-3","PCS_018","105ITU00502","S4","No Official User List is in place","4","LOW","3","Issue a User List that is coherent and aligned with the users authorized to use the system","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"583","BMW","BMW-PCS_018","BMW-PCS_018-T1-4-7","PCS_018","105ITU00502","T1","Audit Trail functionality is not in place but a proper Change Control Management is in place, so the information can be traced through relevant records in any used format (e.g. electronic/paper)","4","LOW","7","Implement Audit Trail functionality within the SW or implement a paper based management for tracking the activities of the users","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"584","BMW","BMW-PCS_018","BMW-PCS_018-T3-4-8","PCS_018","105ITU00502","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","4","LOW","8","Implement an Audit Trail Review process","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"585","BMW","BMW-PCS_018","BMW-PCS_018-VD2-4-9","PCS_018","105ITU00502","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","4","LOW","9","Issue the missing documentation or perform the missing tests ","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"586","BMW","BMW-PCS_019","BMW-PCS_019-I1-4-4","PCS_019","105ITU00503","I1","Manual backup is in place, but the relevant frequency is defined in a dedicated procedure or it is in place using an external reminder tool","4","LOW","4","Implement a process of automatic data backup following the relevant procedure and best practice. If not possible, formalize within an official document/procedure, the reason for the necessity of manual approach.","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"587","BMW","BMW-PCS_019","BMW-PCS_019-I2-3-5","PCS_019","105ITU00503","I2","SW application allows user to alter data without any traceability","3","MODERATE","5","Change permissions of users in order to prevent alteration/deletion of data","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"588","BMW","BMW-PCS_019","BMW-PCS_019-I4-3-6","PCS_019","105ITU00503","I4","Autosave functionality not available due to System configuration (e.g. no output records)","3","MODERATE","6","Save the output records in a defined location, following an approved procedure","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"589","BMW","BMW-PCS_019","BMW-PCS_019-S1-3-1","PCS_019","105ITU00503","S1","System does not allow to configure unique/personal accounts and the resulting risks are not mitigated through OS personal accounts","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"590","BMW","BMW-PCS_019","BMW-PCS_019-S3-5-2","PCS_019","105ITU00503","S3","Security features are partially allowed by the system (i.e. one or more features are not allowed)","5","MINIMUM","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"591","BMW","BMW-PCS_019","BMW-PCS_019-S4-4-3","PCS_019","105ITU00503","S4","No Official User List is in place","4","LOW","3","Issue a User List that is coherent and aligned with the users authorized to use the system","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"592","BMW","BMW-PCS_019","BMW-PCS_019-T1-4-7","PCS_019","105ITU00503","T1","Audit Trail functionality is not in place but a proper Change Control Management is in place, so the information can be traced through relevant records in any used format (e.g. electronic/paper)","4","LOW","7","Implement Audit Trail functionality within the SW or implement a paper based management for tracking the activities of the users","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"593","BMW","BMW-PCS_019","BMW-PCS_019-T3-4-8","PCS_019","105ITU00503","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","4","LOW","8","Implement an Audit Trail Review process","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"594","BMW","BMW-PCS_019","BMW-PCS_019-VD2-4-9","PCS_019","105ITU00503","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","4","LOW","9","Issue the missing documentation or perform the missing tests ","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"595","BMW","BMW-PCS_020","BMW-PCS_020-I1-4-4","PCS_020","103ITU00302","I1","Manual backup is in place, but the relevant frequency is defined in a dedicated procedure or it is in place using an external reminder tool","4","LOW","4","Implement a process of automatic data backup following the relevant procedure and best practice. If not possible, formalize within an official document/procedure, the reason for the necessity of manual approach.","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"596","BMW","BMW-PCS_020","BMW-PCS_020-I2-3-5","PCS_020","103ITU00302","I2","SW application allows user to alter data without any traceability","3","MODERATE","5","Change permissions of users in order to prevent alteration/deletion of data","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"597","BMW","BMW-PCS_020","BMW-PCS_020-I4-3-6","PCS_020","103ITU00302","I4","Autosave functionality not available due to System configuration (e.g. no output records)","3","MODERATE","6","Save the output records in a defined location, following an approved procedure","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"598","BMW","BMW-PCS_020","BMW-PCS_020-S1-3-1","PCS_020","103ITU00302","S1","System does not allow to configure unique/personal accounts and the resulting risks are not mitigated through OS personal accounts","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"599","BMW","BMW-PCS_020","BMW-PCS_020-S3-5-2","PCS_020","103ITU00302","S3","Security features are partially allowed by the system (i.e. one or more features are not allowed)","5","MINIMUM","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"600","BMW","BMW-PCS_020","BMW-PCS_020-S4-4-3","PCS_020","103ITU00302","S4","No Official User List is in place","4","LOW","3","Issue a User List that is coherent and aligned with the users authorized to use the system","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"601","BMW","BMW-PCS_020","BMW-PCS_020-T1-4-7","PCS_020","103ITU00302","T1","Audit Trail functionality is not in place but a proper Change Control Management is in place, so the information can be traced through relevant records in any used format (e.g. electronic/paper)","4","LOW","7","Implement Audit Trail functionality within the SW or implement a paper based management for tracking the activities of the users","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"602","BMW","BMW-PCS_020","BMW-PCS_020-T3-4-8","PCS_020","103ITU00302","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","4","LOW","8","Implement an Audit Trail Review process","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"603","BMW","BMW-PCS_020","BMW-PCS_020-VD2-4-9","PCS_020","103ITU00302","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","4","LOW","9","Issue the missing documentation or perform the missing tests ","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"604","BMW","BMW-PCS_021","BMW-PCS_021-S1-1-1","PCS_021","MES WND","S1","Personal individual account for users, but generic obsolete accounts are present in the system.","1","HIGH","1","Remove generic accounts and configure unique and individual accounts for each user","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"605","BMW","BMW-PCS_021","BMW-PCS_021-T3-2-2","PCS_021","MES WND","T3","AT review not executed","2","SIGNIFICANT","2","Implement an Audit Trail Review process","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"606","BMW","BMW-PCS_021","BMW-PCS_021-VD2-2-4","PCS_021","MES WND","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","2","SIGNIFICANT","4","Issue the missing documentation or perform the missing tests ","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"607","BMW","BMW-PCS_021","BMW-PCS_021-ES3-1-3","PCS_021","MES WND","ES3","ES is executed to approve recipes but there is no display manifestation","1","HIGH","3","Define the meaning of the ES in a dedicated procedure","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"608","BMW","BMW-PCS_022","BMW-PCS_022-I1-4-4","PCS_022","113MET00030","I1","Manual backup is in place, but the relevant frequency is defined in a dedicated procedure or it is in place using an external reminder tool","4","LOW","4","Implement a process of automatic data backup following the relevant procedure and best practice. If not possible, formalize within an official document/procedure, the reason for the necessity of manual approach.","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"609","BMW","BMW-PCS_022","BMW-PCS_022-I2-3-5","PCS_022","113MET00030","I2","SW application allows user to alter data without any traceability","3","MODERATE","5","Change permissions of users in order to prevent alteration/deletion of data","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"610","BMW","BMW-PCS_022","BMW-PCS_022-I4-3-6","PCS_022","113MET00030","I4","Autosave functionality not available due to System configuration (e.g. no output records)","3","MODERATE","6","Save the output records in a defined location, following an approved procedure","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"611","BMW","BMW-PCS_022","BMW-PCS_022-S1-3-1","PCS_022","113MET00030","S1","System does not allow to configure unique/personal accounts and the resulting risks are not mitigated through OS personal accounts","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"612","BMW","BMW-PCS_022","BMW-PCS_022-S3-5-2","PCS_022","113MET00030","S3","Security features are partially allowed by the system (i.e. one or more features are not allowed)","5","MINIMUM","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"613","BMW","BMW-PCS_022","BMW-PCS_022-S4-4-3","PCS_022","113MET00030","S4","No Official User List is in place","4","LOW","3","Issue a User List that is coherent and aligned with the users authorized to use the system","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"614","BMW","BMW-PCS_022","BMW-PCS_022-T1-4-7","PCS_022","113MET00030","T1","Audit Trail functionality is not in place but a proper Change Control Management is in place, so the information can be traced through relevant records in any used format (e.g. electronic/paper)","4","LOW","7","Implement Audit Trail functionality within the SW or implement a paper based management for tracking the activities of the users","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"615","BMW","BMW-PCS_022","BMW-PCS_022-T3-4-8","PCS_022","113MET00030","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","4","LOW","8","Implement an Audit Trail Review process","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"616","BMW","BMW-PCS_022","BMW-PCS_022-VD2-4-9","PCS_022","113MET00030","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","4","LOW","9","Issue the missing documentation or perform the missing tests ","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"617","BMW","BMW-PCS_023","BMW-PCS_023-I1-4-4","PCS_023","113MET00031","I1","Manual backup is in place, but the relevant frequency is defined in a dedicated procedure or it is in place using an external reminder tool","4","LOW","4","Implement a process of automatic data backup following the relevant procedure and best practice. If not possible, formalize within an official document/procedure, the reason for the necessity of manual approach.","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"618","BMW","BMW-PCS_023","BMW-PCS_023-I2-3-5","PCS_023","113MET00031","I2","SW application allows user to alter data without any traceability","3","MODERATE","5","Change permissions of users in order to prevent alteration/deletion of data","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"619","BMW","BMW-PCS_023","BMW-PCS_023-I4-3-6","PCS_023","113MET00031","I4","Autosave functionality not available due to System configuration (e.g. no output records)","3","MODERATE","6","Save the output records in a defined location, following an approved procedure","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"620","BMW","BMW-PCS_023","BMW-PCS_023-S1-3-1","PCS_023","113MET00031","S1","System does not allow to configure unique/personal accounts and the resulting risks are not mitigated through OS personal accounts","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"621","BMW","BMW-PCS_023","BMW-PCS_023-S3-5-2","PCS_023","113MET00031","S3","Security features are partially allowed by the system (i.e. one or more features are not allowed)","5","MINIMUM","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"622","BMW","BMW-PCS_023","BMW-PCS_023-S4-4-3","PCS_023","113MET00031","S4","No Official User List is in place","4","LOW","3","Issue a User List that is coherent and aligned with the users authorized to use the system","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"623","BMW","BMW-PCS_023","BMW-PCS_023-T1-4-7","PCS_023","113MET00031","T1","Audit Trail functionality is not in place but a proper Change Control Management is in place, so the information can be traced through relevant records in any used format (e.g. electronic/paper)","4","LOW","7","Implement Audit Trail functionality within the SW or implement a paper based management for tracking the activities of the users","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"624","BMW","BMW-PCS_023","BMW-PCS_023-T3-4-8","PCS_023","113MET00031","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","4","LOW","8","Implement an Audit Trail Review process","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"625","BMW","BMW-PCS_023","BMW-PCS_023-VD2-4-9","PCS_023","113MET00031","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","4","LOW","9","Issue the missing documentation or perform the missing tests ","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"626","BMW","BMW-PCS_024","BMW-PCS_024-I1-4-4","PCS_024","113MET00032","I1","Manual backup is in place, but the relevant frequency is defined in a dedicated procedure or it is in place using an external reminder tool","4","LOW","4","Implement a process of automatic data backup following the relevant procedure and best practice. If not possible, formalize within an official document/procedure, the reason for the necessity of manual approach.","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"627","BMW","BMW-PCS_024","BMW-PCS_024-I2-3-5","PCS_024","113MET00032","I2","SW application allows user to alter data without any traceability","3","MODERATE","5","Change permissions of users in order to prevent alteration/deletion of data","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"628","BMW","BMW-PCS_024","BMW-PCS_024-I4-3-6","PCS_024","113MET00032","I4","Autosave functionality not available due to System configuration (e.g. no output records)","3","MODERATE","6","Save the output records in a defined location, following an approved procedure","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"629","BMW","BMW-PCS_024","BMW-PCS_024-S1-3-1","PCS_024","113MET00032","S1","System does not allow to configure unique/personal accounts and the resulting risks are not mitigated through OS personal accounts","3","MODERATE","1","Implement a paper based management of system access (user access log) following an approved procedure","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"630","BMW","BMW-PCS_024","BMW-PCS_024-S3-5-2","PCS_024","113MET00032","S3","Security features are partially allowed by the system (i.e. one or more features are not allowed)","5","MINIMUM","2","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"631","BMW","BMW-PCS_024","BMW-PCS_024-S4-4-3","PCS_024","113MET00032","S4","No Official User List is in place","4","LOW","3","Issue a User List that is coherent and aligned with the users authorized to use the system","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"632","BMW","BMW-PCS_024","BMW-PCS_024-T1-4-7","PCS_024","113MET00032","T1","Audit Trail functionality is not in place but a proper Change Control Management is in place, so the information can be traced through relevant records in any used format (e.g. electronic/paper)","4","LOW","7","Implement Audit Trail functionality within the SW or implement a paper based management for tracking the activities of the users","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"633","BMW","BMW-PCS_024","BMW-PCS_024-T3-4-8","PCS_024","113MET00032","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","4","LOW","8","Implement an Audit Trail Review process","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"634","BMW","BMW-PCS_024","BMW-PCS_024-VD2-4-9","PCS_024","113MET00032","VD2","Computer System Validation executed but incomplete (e.g. Part 11/Annex 11 requirements are not properly addressed and tested in the specification and verification protocols)","4","LOW","9","Issue the missing documentation or perform the missing tests ","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"635","BMW","BMW-PCS_025","BMW-PCS_025-I1-3-1","PCS_025","240PST00001","I1","Manual backup of local data right before any change","3","MODERATE","1","Implement a process of automatic data backup following the relevant procedure and best practice","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"636","BMW","BMW-PCS_025","BMW-PCS_025-T3-3-2","PCS_025","240PST00001","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","3","MODERATE","2","Implement an Audit Trail Review process","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"637","BMW","BMW-PCS_025","BMW-PCS_025-T4-3-3","PCS_025","240PST00001","T4","Data are stored locally but not managed, only managed through PMCS","3","MODERATE","3","Implement a functionality to archive original data or 
formalize within an official document/procedure, using a risk-based approach, the rationale for the applied strategy.","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"638","BMW","BMW-PCS_025","BMW-PCS_025-VD3-4-4","PCS_025","240PST00001","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","4","LOW","4","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"639","BMW","BMW-PCS_026","BMW-PCS_026-I1-3-1","PCS_026","242STG00001","I1","Manual backup of local data right before any change","3","MODERATE","1","Implement a process of automatic data backup following the relevant procedure and best practice","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"640","BMW","BMW-PCS_026","BMW-PCS_026-T3-3-2","PCS_026","242STG00001","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","3","MODERATE","2","Implement an Audit Trail Review process","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"641","BMW","BMW-PCS_026","BMW-PCS_026-T4-3-3","PCS_026","242STG00001","T4","Data are stored locally but not managed, only managed through PMCS","3","MODERATE","3","Implement a functionality to archive original data or 
formalize within an official document/procedure, using a risk-based approach, the rationale for the applied strategy.","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"642","BMW","BMW-PCS_026","BMW-PCS_026-VD3-4-4","PCS_026","242STG00001","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","4","LOW","4","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"643","BMW","BMW-PCS_027","BMW-PCS_027-I3-3-5","PCS_027","287SKD00001","I3","Data collections are transferred to PMCS through a CSV unprotected file","3","MODERATE","5","Implement an automatic security policy for data protection on the server and/or on the local OS through active directories policies, OS folder restrictions or external security tool and configure User Privileges in such that users may not have the possibility to delete data.","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"644","BMW","BMW-PCS_027","BMW-PCS_027-S1-3-1","PCS_027","287SKD00001","S1","Unique/personal accounts are not defined within the SW application but they can be configured","3","MODERATE","1","Configure unique and individual user accounts","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"645","BMW","BMW-PCS_027","BMW-PCS_027-S2-4-2","PCS_027","287SKD00001","S2","Multiple access levels are configured, but with an improper Segregation of Duties (e.g. the process owner / Supervisor has administrative privileges) and/or Administrator is not independent from the process","4","LOW","2","Configure at least 3 user groups with a proper segregation of duties","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"646","BMW","BMW-PCS_027","BMW-PCS_027-S3-5-3","PCS_027","287SKD00001","S3","Security features are not configured according to the relevant Security Policy (or equivalent document)","5","MINIMUM","3","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"647","BMW","BMW-PCS_027","BMW-PCS_027-S4-4-4","PCS_027","287SKD00001","S4","No Official User List is in place","4","LOW","4","Issue a User List that is coherent and aligned with the users authorized to use the system","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"648","BMW","BMW-PCS_027","BMW-PCS_027-T1-3-6","PCS_027","287SKD00001","T1","No automatic Audit Trail or automatic data versioning is allowed by the SW application. Data can be modified/overwritten without any automatic traceability","3","MODERATE","6","Implement a paper based management for tracking the activities of the users","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"649","BMW","BMW-PCS_027","BMW-PCS_027-T3-4-7","PCS_027","287SKD00001","T3","Audit Trail is not routinely reviewed according to predetermined criteria and there are no procedural requirements to execute the AT review","4","LOW","7","Implement an Audit Trail Review process","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"650","BMW","BMW-PCS_027","BMW-PCS_027-VD3-5-8","PCS_027","287SKD00001","VD3","Computer System Validation Documentation is not specific for the system (e.g. information is spread over multiple documents which are not traceable in the validation documentation or it's linked to the documentation of other systems)","5","MINIMUM","8","Issue a dedicated validation documentation or grant the documentation traceability of respective deliverable when present elsewhere","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"651","BMW","BMW-PCS_028","BMW-PCS_028-S1-2-1","PCS_028","113AU00001","S1","Unique, personal accounts are configured in the system for users, but one or more generic accounts (e.g. Administrator) are configured","2","SIGNIFICANT","1","Remove generic accounts and configure unique and individual accounts for each user","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"652","BMW","BMW-PCS_028","BMW-PCS_028-S2-3-2","PCS_028","113AU00001","S2","Only user and admin are configured","3","MODERATE","2","Configure at least 3 user groups with a proper segregation of duties","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"653","BMW","BMW-PCS_028","BMW-PCS_028-S3-4-3","PCS_028","113AU00001","S3","No policies about PW complexity and other features","4","LOW","3","Configure secondary security features according to relevant SOP and good practices","9/20/2023 11:05 AM","9/20/2023 11:05 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
