"ID","Site","SystemID","System No","CSL ID","Risk Level","Product","Plant","Business Unit","Control SW + Version","Controlled Equipment","Remediation Due Date","Modified","Created","Created By","Modified By"
"230","BMW","BMW-PCS_198","PCS_198","642LR120001","MEDIUM",,"642 / DEAE
(PC) Elution","Facility F (Base Fractionation Facility) Process","TIA Portal v15.1
642LR120001 v5.0","Facility F Column Lifter",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"231","BMW","BMW-PCS_199","PCS_199","642SW101","MEDIUM",,"642 / DEAE
(PC) Elution","Facility F (Base Fractionation Facility) Process","TIA Portal v15.1
 642SW101 v6.0","Facility F – Adsorption Parts Washer",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"232","BMW","BMW-PCS_201","PCS_201","102LFC10206","MEDIUM",,"Toll Facility","Filling line 6","Simatic S7-1500 +  COPADATA Zenon V8.10 HMI","SKAN Tool Filling Line 6 cRABS",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"233","BMW","BMW-PCS_202","PCS_202","102MET20201","LOW",,"Toll Facility","Filling line 6","WirelessGT","SKAN Tool Filling Line 6 Glove Tester",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"234","BMW","BMW-PCS_203","PCS_203","102MET20202","LOW",,"Toll Facility","Filling line 6","WirelessGT","SKAN Tool Filling Line 6 Glove Tester",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"235","BMW","BMW-PCS_204","PCS_204","103BTW10306
103HAT10306
103LFD10306
102DM10206
102lfd10206
102CM10206
104ACT10406","MEDIUM",,"Toll Facility","Filling line 6","Simatic S7-1500 +  COPADATA Zenon V8.10 HMI"," Tool Filling Line 6 Bausch + Strobel Equipment",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"236","BMW","BMW-PCS_205","PCS_205","103AU00015","MEDIUM",,"Toll Facility","Autoclave 15","Simatic S7-1500","Autoclave 15",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"237","BMW","BMW-PCS_206","PCS_206","102ACT00028","MEDIUM",,"Toll Facility","Motus trayoff unit","Simatic S7-1500","Motus trayoff unit",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"238","BMW","BMW-PCS_207","PCS_207","103ITU10301","LOW",,"Toll Facility","Toll/Filling line 6"," Palltronic® Flowstar","Pall Flowstar XC integrity tester",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"239","BMW","BMW-PCS_208","PCS_208","103ITU10302","LOW",,"Toll Facility","Toll/Filling line 6"," Palltronic® Flowstar","Pall Flowstar XC integrity tester",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"240","BMW","BMW-PCS_209","PCS_209","103ITU10303","LOW",,"Toll Facility","Toll/Filling line 6"," Palltronic® Flowstar","Pall Flowstar XC integrity tester",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"241","BMW","BMW-PCS_212","PCS_212","203MET00002","MEDIUM",,"AlbuRX facility (A)","Filling","internal Firmware","Heat Sealer EM 20 KLC",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"242","BMW","BMW-PCS_215","PCS_215","N/A","LOW",,"CSL BMW","Qualification/Requalification Department"," Eurotherm Review v 3.10.8","T, rh, P sensors",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"243","BMW","BMW-PCS_216","PCS_216","N/A","LOW",,"CSL BMW","Qualification/Requalification Department","Eurotherm","T, rh, P sensors",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"244","BMW","BMW-PCS_217","PCS_217","N/A","LOW",,"CSL BMW","Qualification/Requalification Department","Winlog validation  v3.64","Winlog (Ebro Loggers)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"245","BMW","BMW-PCS_218","PCS_218","N/A","LOW",,"CSL BMW","Qualification/Requalification Department","Escort Console Pro 2.10.17","Escort Console T, rh sensors",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"246","BMW","BMW-PCS_219","PCS_219","N/A","LOW",,"CSL BMW","Qualification/Requalification Department","KAYE AVS  1.4.2.2","Temperature sensors and dock station",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"247","BMW","BMW-PCS_220","PCS_220","N/A","LOW",,"CSL BMW","Qualification/Requalification Department","KAYE ValProbe 1.70","Temperature sensors and dock station",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"248","BMW","BMW-PCS_221","PCS_221","N/A","LOW",,"CSL BMW","Qualification/Requalification Department","internal Firmware","Flow controller",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"249","BMW","BMW-PCS_222","PCS_222","NA","LOW",,"203","Filling and Packaging","Yokogawa Firmware
Universal Viewer x64 R3.08.01","NA",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"250","BMW","BMW-PCS_223","PCS_223","NA","MEDIUM",,"BMF Process","Filling and Packaging","iSense v2.3.0","DO/ PH Sensor Probes",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"251","BMW","BMW-PCS_224","PCS_224","113MET00004","MEDIUM",,"BMF Process","Filling and Packaging","Vi-Cell XR Cell Viability Analyzer v2.06.3","Cell Counter",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"252","BMW","BMW-PCS_225","PCS_225","113MET402774","MEDIUM",,"BMF Process","Filling and Packaging","Nova BioMedical Flex2 Bridge 4.0.20128","Metabolite Analyzer",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"253","BMW","BMW-PCS_242","PCS_242","113SW401023","LOW",,"BMF Process","Filling and Packaging","Firmware Lancer 1400 LXP","Parts Washer",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"254","BMW","BMW-PCS_243","PCS_243","113MET00021","LOW",,"BMF Process","Filling and Packaging","Firmware Seven Multi","pH Meter",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"255","BMW","BMW-PCS_244","PCS_244","113MET00036","LOW",,"BMF Process","Filling and Packaging","Firmware Seven Multi","pH Meter",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"256","BMW","BMW-PCS_245","PCS_245","113MET00037","LOW",,"BMF Process","Filling and Packaging","Firmware Seven Multi","pH Meter",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"257","BMW","BMW-PCS_246","PCS_246","113MET00038","LOW",,"BMF Process","Filling and Packaging","Firmware Seven Multi","pH Meter",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"258","BMW","BMW-PCS_247","PCS_247","113MET400341","LOW",,"BMF Process","Filling and Packaging","Firmware Seven Excellence","pH Meter",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"259","BMW","BMW-PCS_248","PCS_248","113MET400342","LOW",,"BMF Process","Filling and Packaging","Firmware Seven Excellence","pH Meter",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"260","BMW","BMW-PCS_249","PCS_249","113MET400336","LOW",,"BMF Process","Filling and Packaging","Genesys 10","UV-VIS Spectrophotometer",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"261","BMW","BMW-PCS_250","PCS_250","113MET400337","LOW",,"BMF Process","Filling and Packaging","Genesys 10","UV-VIS Spectrophotometer",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"262","BMW","BMW-PCS_251","PCS_251","113MET400338","LOW",,"BMF Process","Filling and Packaging","Genesys 10","UV-VIS Spectrophotometer",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"263","BMW","BMW-PCS_256","PCS_256","642FRZ124","MEDIUM",,"642 / DEAE
(PC) Elution","Facility F (Base Fractionation Facility) Process","/","/",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"264","BRN","BRN-LAS_002","LAS_002","M046","NA",,"NA - 012 - NA","QC","ACA HS Testausführung","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"265","BRN","BRN-LAS_003","LAS_003","A110","NA",,"NA - 999 - NA","QC","Add-In für QC-Applikationen","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"266","BRN","BRN-LAS_005","LAS_005","M012","NA",,"NA - 999 - NA","QC","Allgemeiner Steuerdateigenerator für Gerätesoftware","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"267","BRN","BRN-LAS_006","LAS_006","M033","NA",,"NA - 999 - NA","QC","Allgemeiner Steuerdateigenerator für Gerätesoftware (neu)","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"268","BRN","BRN-LAS_007","LAS_007","A147","NA",,"NA - 003 - NA","QC","Anionen im Wasser (IC)","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"269","BRN","BRN-LAS_008","LAS_008","A132","NA",,"NA - 015 - NA","QC","Anti CMV Potency NT","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"270","BRN","BRN-LAS_009","LAS_009","A177","NA",,"NA - 012 - NA","QC","Anti D Plausibilitätscheck","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"271","BRN","BRN-LAS_010","LAS_010","M045","NA",,"NA - 011 - NA","QC","Anti-HBs ELISA Auswertung","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"272","BRN","BRN-LAS_011","LAS_011","A195","NA",,"NA - 011 - NA","QC","Anti-HBS: Quantitativer EIA","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"273","BRN","BRN-LAS_012","LAS_012","A199","NA",,"NA - 011 - NA","QC","Anti-HIV","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"274","BRN","BRN-LAS_013","LAS_013","A171","NA",,"NA - 999 - NA","QC","Application Server ELS","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"275","BRN","BRN-LAS_014","LAS_014","A001","NA",,"NA - 012 - NA","QC","Auswertung ACA (Ph. Eur.)","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"276","BRN","BRN-LAS_015","LAS_015","A012","NA",,"NA - 012 - NA","QC","Auswertung ACA (ZLB)","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"277","BRN","BRN-LAS_016","LAS_016","A116","NA",,"NA - 012 - NA","QC","Auswertung ACA HS","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"278","BRN","BRN-LAS_017","LAS_017","A196","NA",,"NA - 012 - NA","QC","Auswertung ACA Ph.Eur","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"279","BRN","BRN-LAS_018","LAS_018","A139","NA",,"NA - 011 - NA","QC","Auswertung Anti-D (FACS) (Flowzytometrie)","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"280","BRN","BRN-LAS_019","LAS_019","A193","NA",,"NA - 012 - NA","QC","Auswertung anti-D FACS, Fc-spezifisch","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"281","BRN","BRN-LAS_020","LAS_020","A191","NA",,"NA - 005 - NA","QC","Auswertung BET Nexus","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"282","BRN","BRN-LAS_021","LAS_021","A192","NA",,"NA - 011 - NA","QC","Auswertung complement scavenging","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"283","BRN","BRN-LAS_022","LAS_022","A138","NA",,"NA - 005 - NA","QC","Auswertung Endotoxin (BAKLAL)","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"284","BRN","BRN-LAS_023","LAS_023","A081","NA",,"NA - 009 - NA","QC","Auswertung Hitzeresistenzbestimmung","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"285","BRN","BRN-LAS_024","LAS_024","A125","NA",,"NA - 012 - NA","QC","Auswertung IgM in Immunoglobulinen","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"286","BRN","BRN-LAS_025","LAS_025","B044","NA",,"NA - 003 - NA","QC","Auswertung LQ9","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"287","BRN","BRN-LAS_027","LAS_027","A080","NA",,"NA - 999 - NA","QC","Auswertung Pipettenkalibrierung","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"288","BRN","BRN-LAS_028","LAS_028","A131","NA",,"NA - 024 - NA","QC","Auswertung Polysorbat 80","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"289","BRN","BRN-LAS_029","LAS_029","A109","NA",,"NA - 003 - NA","QC","Auswertung Protein (micro BCA)","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"290","BRN","BRN-LAS_031","LAS_031","A141","NA",,"NA - 003 - NA","QC","Auswertung TOC","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"291","BRN","BRN-LAS_032","LAS_032","A165","NA",,"NA - 004 - NA","QC","Auswertung TOX Sanglopor JP","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"292","BRN","BRN-LAS_033","LAS_033","30677","LOW",,"GBZ2O351 - 027 - LS4GB7338","QC","Axicon Linear Verifier 2.2.8 (Windows 10)","Barcode Scanner Axicon 6015",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"293","BRN","BRN-LAS_034","LAS_034","30679","LOW",,"GBZ2O351 - 027 - LS4GB7338","QC","Axicon Linear Verifier 2.2.8 (Windows 10)","Barcode Scanner Axicon 7015",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"294","BRN","BRN-LAS_035","LAS_035","20117724","LOW",,"GBZ2O351 - 027 - LS4GB7338","QC","Axicon Linear Verifier 2.2.8 (Windows 10)","Barcode Scanner Axicon 6015",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"295","BRN","BRN-LAS_036","LAS_036","A075","NA",,"NA - 011 - NA","QC","B 19 Parvovirus IgG","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"296","BRN","BRN-LAS_037","LAS_037","B023","NA",,"NA - 005 - NA","QC","BAKLAL03 zu BAKMAX mapping tool","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"297","BRN","BRN-LAS_039","LAS_039","30758","HIGH",,"GBZ2O372 - 012 - EUCHBRN7390W","QC","BCS XP 1.1.1 (Windows 7)","Coagulometer BCS-XP",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"298","BRN","BRN-LAS_040","LAS_040","31851","HIGH",,"GBZ2O372 - 012 - EUCHBRN6815W","QC","BCS XP 1.1.1 (Windows 7)","Coagulometer BCS-XP",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"299","BRN","BRN-LAS_041","LAS_041","A111","NA",,"NA - 006 - NA","QC","Berechnung Initialwerte für Kontrollmaterial","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"300","BRN","BRN-LAS_042","LAS_042","B019","NA",,"NA - 003 - NA","QC","Berechnung LQ9 (Liquinox)","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"301","BRN","BRN-LAS_043","LAS_043","A129","NA",,"NA - 011 - NA","QC","Berechnung Masern NT","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"302","BRN","BRN-LAS_044","LAS_044","A117","NA",,"NA - 007 - NA","QC","Berechnung Molekülgrössenverteilung","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"303","BRN","BRN-LAS_046","LAS_046","A122","NA",,"NA - 024 - NA","QC","Berechnung Saccharose in CytoGam","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"304","BRN","BRN-LAS_047","LAS_047","A179","NA",,"NA - 001 - NA","QC","Berechnungen Partikelgrösse","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"305","BRN","BRN-LAS_048","LAS_048","B042","NA",,"NA - 005 - NA","QC","BET Analytics","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"306","BRN","BRN-LAS_049","LAS_049","M014","NA",,"NA - 015 - NA","QC","Bio Assay Modell","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"307","BRN","BRN-LAS_050","LAS_050","20166110","LOW",,"na, virtual server - 005 - NA","QC","BioAssay Assist 3.0.19 (Windows Server 2019)","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"308","BRN","BRN-LAS_051","LAS_051","29986","NA",,"GBZ2O366 - 015 - EUCHBRN2891W","REPLACEMENT 2","BioAssay Modell M014 / R programming language for statistical computing 2.8.1 (Windows XP)","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"309","BRN","BRN-LAS_055","LAS_055","A146","NA",,"NA - 011 - NA","QC","C1q-bdg ELISA","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"310","BRN","BRN-LAS_056","LAS_056","A151","NA",,"NA - 024 - NA","QC","Caprylsäure in Albumin","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"311","BRN","BRN-LAS_058","LAS_058","29363","MEDIUM",,"LAB1O124 - 007 - EUCHBRN4287W","REPLACEMENT 2","ChemStation B.04.02 (Windows XP)","HPLC Agilent 1200",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"312","BRN","BRN-LAS_061","LAS_061","30340","LOW",,"LAB2O133 - 003 - EUCHBRN5163W","REPLACEMENT 2","ChemStation B.04.03 (Windows XP)","Gaschromatograph Agilent 7890A",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"313","BRN","BRN-LAS_062","LAS_062","32465","MEDIUM",,"LAB1O122 - 024 - EUCHBRN4749W","REPLACEMENT 2","ChemStation B.04.03 / Gerstel Maestro 1.4 (Windows XP)","Gaschromathograph Agilent 7890B mit Gerstel MPS Sampler",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"314","BRN","BRN-LAS_063","LAS_063","30797","MEDIUM",,"LAB1O122 - 024 - EUCHBRN6115W","REPLACEMENT 2","ChemStation B.04.03 / Gerstel Maestro 1.4 (Windows XP)","Gaschromatograph Agilent 7890A mit Gerstel MPS Sampler (Headspace)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"315","BRN","BRN-LAS_065","LAS_065","A150","NA",,"NA - 999 - NA","QC","Child Test Calculator Labware LIMS","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"316","BRN","BRN-LAS_066","LAS_066","A156","NA",,"NA - 015 - NA","QC","Cholesterinefflux Assay","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"317","BRN","BRN-LAS_069","LAS_069","30707","HIGH",,"LAB1O122 - 007 - EUCHBRN7715W","QC","Chromeleon 7.1.3 (Windows 7)","IC: Dionex ICS 2100",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"318","BRN","BRN-LAS_074","LAS_074","34154","LOW",,"GBZ2O350 - 011 - EUCHBRN7338W","QC","ChromLab 6.0 (Windows 7)","Chromatographie System NGC Quest 10 Bio-Rad (Windows 7)",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"319","BRN","BRN-LAS_075","LAS_075","A119","NA",,"NA - 011 - NA","QC","CMV in Cytogam","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"320","BRN","BRN-LAS_076","LAS_076","33526","MEDIUM",,"GBZ2O376 - 011 - instrument built-in","QC","Cobas 6800/8800 System Software 1.4.7 (unknown, embedded computer)","Cobas 6800 System",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"321","BRN","BRN-LAS_079","LAS_079","20192837","NA",,"GBZ2O350 - 011 - LPC1WFBNS","QC","CytExpert 2.5.0.77 (Windows 10)","Durchflusszytometer CytoFLEX V0-B3-R1",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"322","BRN","BRN-LAS_080","LAS_080","20192838","NA",,"GBZ2O350 - 011 - LPC1WFBPO","QC","CytExpert 2.5.0.77 (Windows 10)","Durchflusszytometer CytoFLEX V0-B3-R1",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"323","BRN","BRN-LAS_081","LAS_081","A077","NA",,"NA - 015 - NA","QC","Diphtherie - AK Bestimmung","n/a",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"324","BRN","BRN-LAS_082","LAS_082","34197","MEDIUM",,"LAB2O133 - 003 - instrument built-in","QC","DMA 2.96.17590.108 (na, Firmware)","Dichtemessgerät DMA 4500 M",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"325","BRN","BRN-LAS_083","LAS_083","34198","MEDIUM",,"LABEG100 - 024 - instrument built-in","QC","DMA 2.96.17590.108 (na, Firmware)","Dichtemessgerät DMA 4500 M",,"9/20/2023 10:44 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
"326","BRN","BRN-LAS_084","LAS_084","31236","HIGH",,"LAB1O124 - 007 - EUCHBRN6823W","REPLACEMENT 2","Empower 2 (Windows XP)","UPLC Waters ACQUITY","12/31/2023","9/20/2023 10:57 AM","9/20/2023 10:44 AM","Patel, Nehul US/GLB EXT","Patel, Nehul US/GLB EXT"
